Account Name,Type,Industry,Annual Revenue,Rating,Phone,Website,Billing Street,Billing City,Billing State/Province,Billing Country,Billing Zip/Postal Code,Contact First Name,Contact Last Name,Created Date,Record Source,Ingest Timestamp,account_bkey,customer_id
Parsons Ltd,Partner,Healthcare,28411050,Hot,001-641-671-0401x5031,http://mueller.com/,7102 John Knoll Apt. 798,West David,WY,Saudi Arabia,50637,Jamie,Anderson,2025-06-24T00:05:44,salesforce_accounts,2025-10-12T04:56:38.677936,eb1e626f-5545-449d-aa48-be1dc758afea,eb1e626f-5545-449d-aa48-be1dc758afea
Alexander-White,Prospect,Healthcare,39210304,Hot,001-327-152-0718x56227,https://www.zuniga.com/,2416 Nichols Via,New Jeremy,LA,Uganda,17982,Riley,Thomas,2023-01-11T17:59:38,salesforce_accounts,2025-10-12T04:56:38.677936,1667d793-7c33-4321-99e9-6af9a01a481a,1667d793-7c33-4321-99e9-6af9a01a481a
Fisher-King,Prospect,Education,48218021,Cold,268-000-5213,http://www.bender.com/,10046 Wyatt Plaza,Elizabethview,IA,Serbia,19896,Skyler,Jones,2024-09-06T00:45:53,salesforce_accounts,2025-10-12T04:56:38.677936,6e3fbc36-6c33-4a49-abbd-d67a674f20a2,6e3fbc36-6c33-4a49-abbd-d67a674f20a2
Pitts-Fowler,Vendor,Education,18831726,Cold,+1-114-489-4176,http://www.brown.com/,3375 Benson Unions,South Jessica,ND,Zimbabwe,3451,Parker,Garcia,2021-12-01T05:54:44,salesforce_accounts,2025-10-12T04:56:38.677936,206c0cd7-90fc-4a44-9933-30843ceb75b3,206c0cd7-90fc-4a44-9933-30843ceb75b3
Walker-Forbes,Prospect,Technology,27496639,Warm,+1-832-473-1734x866,https://www.le.info/,7372 Norris Divide Apt. 487,Port Jessica,PA,Mali,6918,Quinn,Martin,2022-05-02T15:42:53,salesforce_accounts,2025-10-12T04:56:38.677936,73488dc8-2b7c-4ad8-8903-5df0f8fb30dd,73488dc8-2b7c-4ad8-8903-5df0f8fb30dd
Kelly PLC,Vendor,Technology,21040338,Cold,9391001544,https://green.org/,034 Alexander Bridge Suite 529,Michelleside,MA,Denmark,72222,Devin,Thomas,2020-06-11T11:11:48,salesforce_accounts,2025-10-12T04:56:38.677936,09e694dc-633d-4cce-976d-f83e6fa45f9b,09e694dc-633d-4cce-976d-f83e6fa45f9b
Arnold-Perry,Prospect,Healthcare,11274986,Cold,(291)917-9207x1177,https://wilson.net/,835 Robert Plain Suite 849,Port Cherylview,VA,Montenegro,24547,Jamie,Thompson,2020-10-31T15:05:37,salesforce_accounts,2025-10-12T04:56:38.677936,93895bbc-8438-4f0a-ba8d-a6fe5444e3e5,93895bbc-8438-4f0a-ba8d-a6fe5444e3e5
"Butler, Chan and Williams",Customer,Retail,49550169,Hot,(152)284-3476,http://garner-leach.com/,40887 Kathy Harbors Apt. 090,North Grantstad,ND,Tajikistan,28138,Sam,Miller,2021-08-15T03:46:30,salesforce_accounts,2025-10-12T04:56:38.677936,194fbe17-2820-4cc3-9129-2b7d4cc408af,194fbe17-2820-4cc3-9129-2b7d4cc408af
Hudson and Sons,Prospect,Finance,4921590,Warm,(038)372-5373,http://franklin-anderson.com/,5994 Collins Spurs,South Sarahton,KS,Italy,20008,Jordan,Miller,2020-06-06T13:25:42,salesforce_accounts,2025-10-12T04:56:38.677936,aaa00fe2-3171-421a-bdb1-d8aab2cba6e7,aaa00fe2-3171-421a-bdb1-d8aab2cba6e7
Brown PLC,Vendor,Education,36589369,Cold,(150)708-7130,http://oneal.com/,83816 Stone Neck Suite 696,New Roy,TX,Cote d'Ivoire,51853,Jamie,Miller,2021-11-24T05:06:03,salesforce_accounts,2025-10-12T04:56:38.677936,9d997919-4eaf-41c3-9485-a7b39f909951,9d997919-4eaf-41c3-9485-a7b39f909951
"Sharp, Gray and Fowler",Vendor,Retail,12046081,Cold,001-467-672-0103x4443,https://www.wilson.net/,947 Carson Mews Suite 570,West Juanberg,WA,Korea,40549,Jordan,Williams,2024-01-28T02:39:53,salesforce_accounts,2025-10-12T04:56:38.677936,1ebdc87a-314b-4c5c-87c4-7eadcfb22c40,1ebdc87a-314b-4c5c-87c4-7eadcfb22c40
"Norton, Juarez and Fernandez",Partner,Energy,34866893,Hot,(521)401-2755x57630,https://www.perez.biz/,7353 Hodges Underpass Apt. 665,New Matthew,GA,Brunei Darussalam,81332,Sam,White,2021-11-27T23:12:46,salesforce_accounts,2025-10-12T04:56:38.677936,d8c9982a-9259-48c4-917c-d7d74853bfc8,d8c9982a-9259-48c4-917c-d7d74853bfc8
Miller Ltd,Customer,Education,29721379,Hot,700.928.5824x922,http://www.vasquez-james.com/,1451 Shannon Glen,Whitefort,CT,Somalia,88876,Parker,Taylor,2020-10-23T05:03:41,salesforce_accounts,2025-10-12T04:56:38.677936,8d9c3c46-cf54-4050-a9d8-77e222552579,8d9c3c46-cf54-4050-a9d8-77e222552579
Martin-Harris,Prospect,Education,18995440,Cold,001-337-787-3077x312,http://www.love.org/,3703 Todd Club Suite 942,New Donnaberg,KS,Gibraltar,17197,Quinn,White,2022-08-23T17:31:46,salesforce_accounts,2025-10-12T04:56:38.677936,3aa4276d-1ed5-45b4-b56c-02661635c0e9,3aa4276d-1ed5-45b4-b56c-02661635c0e9
Hansen-Ford,Partner,Technology,36765058,Warm,+1-096-248-3681x2220,https://www.nelson.com/,15092 Smith Street,East Misty,IN,Qatar,35357,Taylor,Garcia,2020-12-14T07:01:00,salesforce_accounts,2025-10-12T04:56:38.677936,9873f266-344b-4721-a4f4-8d2fcd6c76f7,9873f266-344b-4721-a4f4-8d2fcd6c76f7
"Wood, Johnson and Oneill",Prospect,Finance,45424392,Warm,660.797.2169x9565,http://www.scott.com/,53952 Peter Green Suite 808,Nataliefort,DC,Luxembourg,12497,Avery,Moore,2020-06-11T07:54:03,salesforce_accounts,2025-10-12T04:56:38.677936,e87947da-2142-4ac2-ab3d-5c962ca80d7f,e87947da-2142-4ac2-ab3d-5c962ca80d7f
"Juarez, Singh and Lee",Prospect,Finance,32170310,Hot,001-226-507-7564x4856,https://www.jensen-kirk.net/,8543 Chase Prairie Apt. 916,Thompsonmouth,KY,Tajikistan,31131,Logan,Thompson,2022-12-14T21:58:25,salesforce_accounts,2025-10-12T04:56:38.677936,e6aef955-f2a6-4762-b92c-8db0fbd59dc8,e6aef955-f2a6-4762-b92c-8db0fbd59dc8
"Wilson, Hall and Payne",Partner,Energy,49458734,Hot,001-946-815-5192x88328,https://conley.com/,1131 William Rapids Apt. 785,Port Colin,ME,Kyrgyz Republic,15485,Sam,Jones,2024-10-24T00:23:12,salesforce_accounts,2025-10-12T04:56:38.677936,f0b712a9-9cf7-4762-bade-980cdce73bb5,f0b712a9-9cf7-4762-bade-980cdce73bb5
Walker LLC,Partner,Energy,27052476,Cold,997-038-7825,https://www.woods.com/,558 Palmer Ville Suite 430,Lake Jeremyberg,TX,United States Virgin Islands,51401,Avery,Garcia,2024-12-20T01:37:46,salesforce_accounts,2025-10-12T04:56:38.677936,845160ed-388e-4790-af19-37923c94163b,845160ed-388e-4790-af19-37923c94163b
"Norris, Gomez and Williams",Partner,Education,6940010,Hot,020-825-2542x92331,https://white.org/,452 Vanessa Vista Apt. 666,Port Ruth,AL,Netherlands,16350,Harper,Hernandez,2024-09-18T23:10:55,salesforce_accounts,2025-10-12T04:56:38.677936,648f37a0-3466-4ec4-b23b-95bb3d9ae53e,648f37a0-3466-4ec4-b23b-95bb3d9ae53e
Morgan-Smith,Partner,Healthcare,9174163,Cold,(661)277-7494x0729,https://thompson-smith.com/,9931 Angela Tunnel,West Michellefurt,CT,El Salvador,84994,Parker,Rodriguez,2020-11-24T09:35:12,salesforce_accounts,2025-10-12T04:56:38.677936,47927eb8-59a3-407b-aa06-3b971859fec4,47927eb8-59a3-407b-aa06-3b971859fec4
Monroe-Hays,Partner,Technology,18779553,Warm,+1-894-135-2862x6423,https://escobar.com/,69357 Johnson Highway Apt. 479,Grimesfort,HI,Antarctica (the territory South of 60 deg S),18609,Skyler,Hernandez,2020-06-13T12:02:27,salesforce_accounts,2025-10-12T04:56:38.677936,6fa3eed6-8b77-4eae-bc28-a3cedf511ca5,6fa3eed6-8b77-4eae-bc28-a3cedf511ca5
Cohen Group,Prospect,Technology,31414222,Warm,8850478959,https://www.diaz.net/,13232 Adrian Ridge Suite 694,East Sheilastad,IA,Gibraltar,51798,Casey,Rodriguez,2020-10-04T06:11:43,salesforce_accounts,2025-10-12T04:56:38.677936,a975b633-4494-4340-a0a8-40342cd6a736,a975b633-4494-4340-a0a8-40342cd6a736
Brown Inc,Partner,Education,37541101,Cold,649-636-6043x189,http://www.wright-johnson.com/,09714 Morgan Forge Suite 062,East Jill,NJ,Myanmar,56464,Quinn,Smith,2021-03-07T20:53:08,salesforce_accounts,2025-10-12T04:56:38.677936,8ba87e3e-6ba3-49f8-b729-0ff4f7322d6b,8ba87e3e-6ba3-49f8-b729-0ff4f7322d6b
Brown-Hayes,Customer,Retail,49048947,Hot,001-350-960-0473,http://www.harrell-scott.com/,6063 Carrie Stream,Danielstad,HI,Eritrea,16875,Casey,Hernandez,2023-09-17T21:29:43,salesforce_accounts,2025-10-12T04:56:38.677936,a0142e0c-d9d1-41d4-88f5-f232fbd2048e,a0142e0c-d9d1-41d4-88f5-f232fbd2048e
Flores and Sons,Vendor,Healthcare,27709162,Warm,235.596.8653,http://anderson-jacobson.info/,20699 Chad Heights Suite 676,West Thomas,CO,Guyana,84059,Jamie,Wilson,2024-03-21T13:31:15,salesforce_accounts,2025-10-12T04:56:38.677936,88619e00-e3d3-4d85-be4e-f6a7c2d3b4da,88619e00-e3d3-4d85-be4e-f6a7c2d3b4da
"Baker, Stevens and Williams",Partner,Education,33290042,Hot,730.993.4264x4866,https://www.curtis-levine.com/,9952 Johnny Expressway,North Amanda,MA,Barbados,77817,Devin,Jackson,2024-07-07T12:37:37,salesforce_accounts,2025-10-12T04:56:38.677936,12faa325-0b53-4ca2-b4e7-de19793a637a,12faa325-0b53-4ca2-b4e7-de19793a637a
"Ruiz, Curry and Johnston",Partner,Healthcare,37777378,Warm,754.990.1921,http://davis-mercado.com/,981 Marcia Stream Apt. 498,Gonzalezbury,AZ,Cuba,29308,Devin,Miller,2024-08-11T13:15:38,salesforce_accounts,2025-10-12T04:56:38.677936,96dd9c15-5d26-40ee-bc81-c46b1a07dd29,96dd9c15-5d26-40ee-bc81-c46b1a07dd29
Clay-Caldwell,Prospect,Healthcare,43929245,Cold,823.278.5013x5938,http://www.sutton.com/,2798 Garrett Square,Silvabury,OH,Brunei Darussalam,44260,Quinn,Williams,2024-05-21T09:13:22,salesforce_accounts,2025-10-12T04:56:38.677936,10b6cf19-107d-4fb6-bd06-c64a839d1e16,10b6cf19-107d-4fb6-bd06-c64a839d1e16
Delgado-Flores,Partner,Healthcare,45308939,Cold,001-777-143-7324x82678,https://jones.com/,6835 Aguilar Oval Suite 881,Riveratown,IL,Canada,21125,Logan,Hernandez,2023-12-04T03:31:48,salesforce_accounts,2025-10-12T04:56:38.677936,6ce25c57-027a-4448-aeb9-040b49a65049,6ce25c57-027a-4448-aeb9-040b49a65049
"Rosales, Williams and Mays",Partner,Education,724695,Cold,451-681-6289x9785,https://wade.com/,721 Middleton Estate,West Keith,DC,China,95349,Rowan,Anderson,2022-01-13T23:13:14,salesforce_accounts,2025-10-12T04:56:38.677936,eb917216-7930-4ede-a5d5-512463e09696,eb917216-7930-4ede-a5d5-512463e09696
"Lee, Rodriguez and Fry",Partner,Technology,45424507,Warm,+1-432-909-1887x9966,https://www.lawrence.net/,39839 Knight Route,East Kurthaven,DE,Nauru,43162,Logan,Thompson,2025-05-09T18:19:40,salesforce_accounts,2025-10-12T04:56:38.677936,c8b0ac2b-0ae7-4e54-b570-e48cc5228750,c8b0ac2b-0ae7-4e54-b570-e48cc5228750
Berg-Lopez,Prospect,Technology,26767668,Hot,951-344-8024,https://martin.com/,0564 John Avenue Suite 881,East Paulside,AK,Lesotho,90957,Parker,Wilson,2021-02-13T07:32:07,salesforce_accounts,2025-10-12T04:56:38.677936,6196d8f1-abd5-4f5f-b29e-06b3b06b3084,6196d8f1-abd5-4f5f-b29e-06b3b06b3084
Decker Group,Partner,Healthcare,14563918,Hot,(935)071-3716x3235,http://garcia-walls.org/,614 Julie Valleys Suite 454,Payneburgh,NM,Macao,37569,Drew,Thomas,2021-06-02T14:23:55,salesforce_accounts,2025-10-12T04:56:38.677936,66c54140-ad15-4380-9ed0-9335de087d25,66c54140-ad15-4380-9ed0-9335de087d25
"Petersen, Rubio and Young",Vendor,Retail,49443187,Hot,319.782.6257x34356,https://www.moore-barron.info/,11068 Rhodes Lane,Jamesland,NE,British Indian Ocean Territory (Chagos Archipelago),12856,Jamie,Rodriguez,2024-05-16T21:31:05,salesforce_accounts,2025-10-12T04:56:38.677936,db1b2bea-2b89-4fa0-8da7-427403403d26,db1b2bea-2b89-4fa0-8da7-427403403d26
Reyes Inc,Prospect,Finance,30433317,Warm,844.749.6107,http://allen.com/,3534 Angelica Drives Suite 413,East Gerald,NC,Cambodia,55135,Casey,Hernandez,2025-07-16T03:56:56,salesforce_accounts,2025-10-12T04:56:38.677936,a8046906-1285-40e1-88a2-260f49ee4039,a8046906-1285-40e1-88a2-260f49ee4039
Hansen Group,Vendor,Education,43853746,Warm,(017)832-6313,https://www.adams.com/,670 Tara Street Suite 000,East Stevetown,NV,Heard Island and McDonald Islands,40606,Reese,Wilson,2020-06-21T05:15:12,salesforce_accounts,2025-10-12T04:56:38.677936,0c298385-fd8c-41b5-9dee-de4be0c873ed,0c298385-fd8c-41b5-9dee-de4be0c873ed
Shelton-Greene,Prospect,Finance,37394648,Warm,290-312-0431x2255,http://www.edwards.net/,345 Jessica Glens,Marthafurt,MI,Comoros,54483,Harper,Davis,2020-12-22T18:08:25,salesforce_accounts,2025-10-12T04:56:38.677936,42cbb420-d438-41ae-a2f4-00384ebaa594,42cbb420-d438-41ae-a2f4-00384ebaa594
Nguyen Group,Partner,Retail,21110500,Warm,014-196-1024x523,https://mccullough.net/,676 Tiffany Shoal Suite 027,Tinashire,MN,Dominica,62577,Taylor,Taylor,2024-05-14T05:20:42,salesforce_accounts,2025-10-12T04:56:38.677936,af5fbf44-18d4-4b78-b84e-f2f4dd84519c,af5fbf44-18d4-4b78-b84e-f2f4dd84519c
Rowe LLC,Vendor,Education,13745696,Warm,+1-682-054-3290,http://maldonado-rojas.com/,0699 Henry Manors Apt. 460,Lake Aaronmouth,IN,Japan,62205,Jordan,Moore,2025-06-01T08:39:34,salesforce_accounts,2025-10-12T04:56:38.677936,e18ec124-d807-4fd1-8981-0fc0301e9b46,e18ec124-d807-4fd1-8981-0fc0301e9b46
Blackburn LLC,Prospect,Healthcare,35902297,Hot,+1-951-862-4279,http://johnson.com/,283 Ayers Place Apt. 701,West Joelside,MI,Wallis and Futuna,36351,Morgan,Brown,2024-08-24T19:09:07,salesforce_accounts,2025-10-12T04:56:38.677936,f799aedb-461b-4cd6-9c67-037eaaf0005f,f799aedb-461b-4cd6-9c67-037eaaf0005f
Woods and Sons,Customer,Technology,15421595,Warm,944.678.5731,http://www.stewart.biz/,023 Andrew Meadow Suite 536,Alexandraview,NM,Tajikistan,20566,Casey,Garcia,2025-04-30T21:22:08,salesforce_accounts,2025-10-12T04:56:38.677936,27642bec-a7a7-45b0-93c0-03d10ffd00c2,27642bec-a7a7-45b0-93c0-03d10ffd00c2
Moyer-Mills,Partner,Finance,24863941,Warm,+1-409-797-0897x6530,https://www.crawford.com/,70943 Hudson Island Apt. 755,Harrisview,ND,Montenegro,37329,Riley,Taylor,2024-06-17T15:34:47,salesforce_accounts,2025-10-12T04:56:38.677936,e83ef06d-912b-4e6a-8f1b-087c4e431c72,e83ef06d-912b-4e6a-8f1b-087c4e431c72
Galloway LLC,Prospect,Energy,48623406,Hot,9331984797,http://brown-franklin.biz/,16517 Courtney Road,North Samuelview,NC,Turkmenistan,37929,Rowan,Thompson,2025-08-19T04:48:21,salesforce_accounts,2025-10-12T04:56:38.677936,bdd2afdf-ef4f-4660-b553-08f950316be4,bdd2afdf-ef4f-4660-b553-08f950316be4
Kennedy and Sons,Customer,Energy,49728961,Warm,505.306.3826,http://www.mayer.net/,2063 Natasha Plains,Johnsonberg,RI,Comoros,98849,Elliot,Anderson,2023-02-13T09:46:51,salesforce_accounts,2025-10-12T04:56:38.677936,20608059-6f5a-4aab-bea5-68254f8f9979,20608059-6f5a-4aab-bea5-68254f8f9979
Rios Inc,Prospect,Retail,43362524,Hot,(253)601-2481x70941,https://nguyen.com/,102 Frost Roads,Michaelmouth,AK,Martinique,48812,Taylor,Thompson,2025-06-11T07:54:50,salesforce_accounts,2025-10-12T04:56:38.677936,4c73cc6d-9f7d-4f44-bff0-078f2c525cb5,4c73cc6d-9f7d-4f44-bff0-078f2c525cb5
"Hall, Lee and Cochran",Customer,Healthcare,38071568,Hot,(751)359-3341x45137,http://allen-gordon.org/,12611 Kelly Vista Suite 483,North Shaunfurt,CO,United Kingdom,99269,Parker,Wilson,2022-02-06T04:55:49,salesforce_accounts,2025-10-12T04:56:38.677936,c8ff012f-0834-4ce5-9f6c-8a8fb9de3397,c8ff012f-0834-4ce5-9f6c-8a8fb9de3397
Henderson LLC,Partner,Finance,47924280,Cold,364.473.6483,https://wright.org/,980 Jonathan Forge Apt. 704,Woodport,WV,American Samoa,30440,Parker,Wilson,2022-10-21T06:01:17,salesforce_accounts,2025-10-12T04:56:38.677936,f7e3d7b7-46da-4cea-9f3f-bbe408bb7509,f7e3d7b7-46da-4cea-9f3f-bbe408bb7509
Miller and Sons,Vendor,Healthcare,39804715,Cold,915.766.1916x6117,http://www.robles-moore.biz/,445 Wilson Brook Suite 076,Port Kristenton,FL,Syrian Arab Republic,27693,Elliot,Smith,2025-04-13T00:41:53,salesforce_accounts,2025-10-12T04:56:38.677936,9a26d7a5-8969-4b36-8757-bfba4e04f3c1,9a26d7a5-8969-4b36-8757-bfba4e04f3c1
Garcia Group,Customer,Finance,1574961,Cold,(259)884-6343x5668,https://stevenson-ferguson.com/,40353 David Avenue Suite 973,Jacksonshire,NY,Antigua and Barbuda,97524,Skyler,Taylor,2023-03-11T17:33:07,salesforce_accounts,2025-10-12T04:56:38.677936,514ccc20-a806-49a2-aea6-e18112796c61,514ccc20-a806-49a2-aea6-e18112796c61
Horne-Bennett,Prospect,Retail,21902894,Cold,001-022-584-4798x21075,http://www.beasley.org/,242 Stewart Hills,Taylorside,CO,Bolivia,66619,Reese,Rodriguez,2024-05-21T11:56:27,salesforce_accounts,2025-10-12T04:56:38.677936,6bfc4bd5-49b1-4c81-a326-f4acc9c6508e,6bfc4bd5-49b1-4c81-a326-f4acc9c6508e
Brady and Sons,Partner,Retail,12450571,Warm,891.229.7416x77882,http://www.martin.org/,62333 Jake Hills,Jamestown,NE,Swaziland,65715,Quinn,Smith,2024-06-12T04:41:41,salesforce_accounts,2025-10-12T04:56:38.677936,a98afe40-da24-4ad6-ad0e-97aa192b7b2b,a98afe40-da24-4ad6-ad0e-97aa192b7b2b
Page-Lucero,Customer,Energy,19655151,Cold,+1-372-532-5570x38815,https://www.pratt-osborne.com/,2350 Wendy Common,Clinehaven,TN,Canada,62372,Devin,Thompson,2023-09-30T19:55:09,salesforce_accounts,2025-10-12T04:56:38.677936,a30c9d06-d0fe-44ac-b505-a52de2d00167,a30c9d06-d0fe-44ac-b505-a52de2d00167
"Stout, Adams and Bird",Prospect,Healthcare,13366619,Hot,+1-599-666-2204,https://www.lynch.com/,9465 Ellis Curve Suite 980,Mariahchester,HI,Egypt,3529,Alex,Johnson,2024-07-14T00:13:40,salesforce_accounts,2025-10-12T04:56:38.677936,1cef311a-5311-4b19-b774-26873a33fef6,1cef311a-5311-4b19-b774-26873a33fef6
Lewis-Russell,Prospect,Education,2974968,Warm,(829)387-7625x014,http://mccormick-mccoy.org/,9381 Rodriguez Spurs,Emilyburgh,KS,Hungary,41447,Morgan,White,2023-07-09T00:16:11,salesforce_accounts,2025-10-12T04:56:38.677936,b926728e-5bc8-40d8-8037-52f01e369822,b926728e-5bc8-40d8-8037-52f01e369822
"Baker, Glenn and Chambers",Prospect,Energy,40220592,Cold,(581)088-2400,https://williams-alvarez.com/,256 Kayla Garden,Johnstad,OK,Costa Rica,6265,Devin,Moore,2024-02-16T01:46:37,salesforce_accounts,2025-10-12T04:56:38.677936,68fcd627-84f2-457b-b64e-7aa64a7e6ae3,68fcd627-84f2-457b-b64e-7aa64a7e6ae3
Tyler LLC,Customer,Healthcare,47623764,Hot,(673)006-7248,http://ellison.com/,30450 Theresa Knoll Apt. 816,Stephaniehaven,ID,Nepal,78268,Quinn,Wilson,2023-08-28T10:41:17,salesforce_accounts,2025-10-12T04:56:38.677936,4450b9c4-5091-4e2e-9b78-626a07c6a9d0,4450b9c4-5091-4e2e-9b78-626a07c6a9d0
"Ortiz, Flowers and Gross",Customer,Energy,23249774,Warm,001-554-927-5178,http://fitzgerald-howard.com/,36692 Karen River,Port Lindseyhaven,HI,Italy,13559,Sam,Garcia,2021-10-15T07:44:04,salesforce_accounts,2025-10-12T04:56:38.677936,90a28077-d900-48ad-9a3e-efc960b6a4ca,90a28077-d900-48ad-9a3e-efc960b6a4ca
Shepard and Sons,Customer,Education,2942266,Warm,(236)486-4629x4787,https://www.hughes.biz/,318 Michelle Extension Suite 653,Wilsonhaven,CA,Botswana,47487,Morgan,White,2025-03-04T13:05:00,salesforce_accounts,2025-10-12T04:56:38.677936,a29634d9-1b53-4606-9526-245d1ce0d9be,a29634d9-1b53-4606-9526-245d1ce0d9be
Jones LLC,Vendor,Technology,4937677,Cold,605-827-8041x250,https://www.king-jones.com/,8355 Rodriguez Junctions Apt. 065,Williamstad,AR,Chile,68927,Cameron,Anderson,2022-01-04T21:45:56,salesforce_accounts,2025-10-12T04:56:38.677936,4fbc5b64-573c-456f-a8ca-ae80a9c7de57,4fbc5b64-573c-456f-a8ca-ae80a9c7de57
Arnold-Thomas,Customer,Technology,47847699,Warm,128.874.3569x116,https://petersen-frank.net/,74835 Davis Viaduct Apt. 348,South Kenneth,MO,Suriname,35479,Rowan,Garcia,2024-02-29T22:17:45,salesforce_accounts,2025-10-12T04:56:38.677936,973793b6-b52a-483c-b893-cacf4ddf9a8d,973793b6-b52a-483c-b893-cacf4ddf9a8d
Carlson-Sanchez,Customer,Technology,10107366,Hot,001-170-506-9514,http://green.com/,210 Danielle Road,New Jennifer,NE,United States Minor Outlying Islands,53907,Riley,Davis,2020-09-20T13:56:27,salesforce_accounts,2025-10-12T04:56:38.677936,78eb788f-7bd8-4abf-95f7-1df8caf1026e,78eb788f-7bd8-4abf-95f7-1df8caf1026e
Cummings-Morgan,Customer,Technology,5741218,Warm,(692)510-2373,http://www.cochran.net/,9180 Justin Corner,New Aaronfort,ND,Uzbekistan,36722,Skyler,White,2021-08-11T23:45:14,salesforce_accounts,2025-10-12T04:56:38.677936,e71b4425-37f9-4def-a8e0-532177107f6f,e71b4425-37f9-4def-a8e0-532177107f6f
"Young, Rogers and Parker",Vendor,Finance,27321567,Hot,202.088.5773,https://mullins-johnson.net/,729 Tammy Street Apt. 173,Smithborough,ME,Czech Republic,22051,Alex,Rodriguez,2020-01-19T20:43:33,salesforce_accounts,2025-10-12T04:56:38.677936,4d34fcf2-6c78-4c31-8b16-42244bbd74f3,4d34fcf2-6c78-4c31-8b16-42244bbd74f3
Estrada Ltd,Customer,Technology,5981140,Warm,001-285-338-4999,https://goodwin-herring.org/,7353 Anthony Place,Randallchester,LA,American Samoa,8609,Quinn,Jones,2023-05-21T08:56:46,salesforce_accounts,2025-10-12T04:56:38.677936,d628d6c1-0521-4869-9269-12aa6a9ecb91,d628d6c1-0521-4869-9269-12aa6a9ecb91
"Davis, Hunter and Nichols",Prospect,Education,24491831,Cold,(396)792-2187x38184,http://www.klein.com/,56964 Melissa Land Suite 521,Ashleystad,LA,Vanuatu,99676,Reese,Brown,2024-04-09T02:48:01,salesforce_accounts,2025-10-12T04:56:38.677936,4b289b4d-8895-40fa-80d8-763434c9111f,4b289b4d-8895-40fa-80d8-763434c9111f
"Martinez, Farley and Pollard",Customer,Retail,31747234,Hot,001-873-088-8003x9582,https://porter.info/,123 Melissa Camp Suite 133,Holderfort,OR,Chile,37941,Riley,Johnson,2024-02-25T15:18:42,salesforce_accounts,2025-10-12T04:56:38.677936,a47d31aa-f0e2-414e-bfbe-111c00257b94,a47d31aa-f0e2-414e-bfbe-111c00257b94
Paul Ltd,Prospect,Retail,39035694,Warm,425.575.7692,http://www.cooley.com/,0474 Randall View,Joelland,KY,Jamaica,56116,Reese,Wilson,2021-11-07T00:34:08,salesforce_accounts,2025-10-12T04:56:38.677936,ad7faae4-ea96-4550-9c90-10603f7dde12,ad7faae4-ea96-4550-9c90-10603f7dde12
Ortiz LLC,Prospect,Finance,5790717,Warm,729-495-0341,http://www.ferguson.org/,873 Robert Trail Suite 380,New Rubenberg,MA,Venezuela,88211,Morgan,Hernandez,2023-12-11T07:12:53,salesforce_accounts,2025-10-12T04:56:38.677936,c057eb4c-152d-4a75-8607-abb09e885bf8,c057eb4c-152d-4a75-8607-abb09e885bf8
Rivera-Lewis,Prospect,Technology,34572781,Warm,(853)222-4591,http://www.benjamin.info/,92517 Nicole Gardens,South Kelliview,GA,Zambia,24522,Cameron,Johnson,2025-10-07T21:24:56,salesforce_accounts,2025-10-12T04:56:38.677936,2d9352b8-7efc-492d-9b7d-a697c4b15ab5,2d9352b8-7efc-492d-9b7d-a697c4b15ab5
"Anderson, Adams and Trujillo",Vendor,Technology,20159206,Hot,+1-823-598-1955x88470,http://johnson-horn.com/,0352 Pennington Mount,Donnaborough,WY,Spain,81429,Reese,Thompson,2020-05-22T06:59:10,salesforce_accounts,2025-10-12T04:56:38.677936,98b2dcf1-efe0-431f-8272-dea2344931a3,98b2dcf1-efe0-431f-8272-dea2344931a3
Russo-Goodman,Vendor,Technology,1297968,Hot,(346)119-6352,http://blankenship-harris.net/,171 Smith Forest Apt. 671,Lake Amanda,WA,Swaziland,42333,Elliot,Anderson,2022-11-10T17:30:37,salesforce_accounts,2025-10-12T04:56:38.677936,5ff8ff9a-f38d-49da-97e0-21795afa439f,5ff8ff9a-f38d-49da-97e0-21795afa439f
"Garcia, Clark and Lawson",Vendor,Energy,36710403,Hot,001-112-602-0110x34787,https://www.nunez.net/,142 Peck Square Apt. 811,Millerhaven,SD,Bahrain,70381,Avery,Jones,2020-07-27T14:07:03,salesforce_accounts,2025-10-12T04:56:38.677936,3489e728-11b9-47dc-814b-421aaa08cb85,3489e728-11b9-47dc-814b-421aaa08cb85
Morris and Sons,Customer,Healthcare,29663439,Cold,(638)232-9805x910,http://www.best.org/,642 Craig Mill,Andersonton,WY,Benin,4833,Casey,Williams,2023-09-07T17:09:50,salesforce_accounts,2025-10-12T04:56:38.677936,d4c67fe6-2577-4330-904f-82cd99c9f882,d4c67fe6-2577-4330-904f-82cd99c9f882
