as_of_date,base_ccy,ccy,rate_to_base,fetched_at
2025-06-14,USD,CNY,7.247029,2025-10-12T03:24:11.649052
2025-06-14,USD,SGD,1.366228,2025-10-12T03:24:11.649059
2025-06-14,USD,HKD,7.832612,2025-10-12T03:24:11.649066
2025-06-14,USD,AED,3.691588,2025-10-12T03:24:11.649076
2025-06-14,USD,ZAR,18.051457,2025-10-12T03:24:11.649083
2025-06-14,USD,MXN,17.158145,2025-10-12T03:24:11.649091
2025-06-14,USD,SEK,10.472437,2025-10-12T03:24:11.649098
2025-06-14,USD,NOK,10.86384,2025-10-12T03:24:11.649105
2025-06-14,USD,DKK,6.773582,2025-10-12T03:24:11.649112
2025-06-14,USD,NZD,1.674718,2025-10-12T03:24:11.649119
2025-06-14,USD,PLN,4.04274,2025-10-12T03:24:11.649126
2025-06-14,USD,THB,36.291418,2025-10-12T03:24:11.649133
2025-06-14,USD,BRL,5.110931,2025-10-12T03:24:11.649140
2025-06-14,USD,TRY,33.271844,2025-10-12T03:24:11.649147
2025-06-14,USD,KRW,1341.216474,2025-10-12T03:24:11.649154
2025-06-14,USD,MYR,4.611862,2025-10-12T03:24:11.649162
2025-06-14,USD,PHP,56.580273,2025-10-12T03:24:11.649169
2025-06-14,USD,IDR,15514.521606,2025-10-12T03:24:11.649177
2025-06-14,USD,ARS,916.306053,2025-10-12T03:24:11.649184
2025-06-14,USD,CLP,909.961445,2025-10-12T03:24:11.649191
2025-06-14,USD,CZK,23.326437,2025-10-12T03:24:11.649198
2025-06-14,USD,VND,24213.902187,2025-10-12T03:24:11.649205
2025-06-15,USD,USD,0.976864,2025-10-12T03:24:11.649213
2025-06-15,USD,EUR,0.940473,2025-10-12T03:24:11.649220
2025-06-15,USD,GBP,0.771411,2025-10-12T03:24:11.649227
2025-06-15,USD,INR,84.278862,2025-10-12T03:24:11.649234
2025-06-15,USD,CAD,1.365157,2025-10-12T03:24:11.649241
2025-06-15,USD,AUD,1.470811,2025-10-12T03:24:11.649248
2025-06-15,USD,JPY,151.041211,2025-10-12T03:24:11.649255
2025-06-15,USD,CHF,0.922569,2025-10-12T03:24:11.649263
2025-06-15,USD,CNY,7.245274,2025-10-12T03:24:11.649270
2025-06-15,USD,SGD,1.367648,2025-10-12T03:24:11.649277
2025-06-15,USD,HKD,7.83099,2025-10-12T03:24:11.649285
2025-06-15,USD,AED,3.688665,2025-10-12T03:24:11.649292
2025-06-15,USD,ZAR,18.08577,2025-10-12T03:24:11.649299
2025-06-15,USD,MXN,17.106265,2025-10-12T03:24:11.649306
2025-06-15,USD,SEK,10.478309,2025-10-12T03:24:11.649313
2025-06-15,USD,NOK,10.898894,2025-10-12T03:24:11.649320
2025-06-15,USD,DKK,6.771712,2025-10-12T03:24:11.649327
2025-06-15,USD,NZD,1.672619,2025-10-12T03:24:11.649334
2025-06-15,USD,PLN,4.048599,2025-10-12T03:24:11.649342
2025-06-15,USD,THB,36.434855,2025-10-12T03:24:11.649349
2025-06-15,USD,BRL,5.099131,2025-10-12T03:24:11.649356
2025-06-15,USD,TRY,33.254931,2025-10-12T03:24:11.649364
2025-06-15,USD,KRW,1338.738984,2025-10-12T03:24:11.649371
2025-06-15,USD,MYR,4.624673,2025-10-12T03:24:11.649378
2025-06-15,USD,PHP,56.549555,2025-10-12T03:24:11.649385
2025-06-15,USD,IDR,15466.607475,2025-10-12T03:24:11.649392
2025-06-15,USD,ARS,916.338558,2025-10-12T03:24:11.649399
2025-06-15,USD,CLP,907.178215,2025-10-12T03:24:11.649407
2025-06-15,USD,CZK,23.297841,2025-10-12T03:24:11.649414
2025-06-15,USD,VND,24292.272593,2025-10-12T03:24:11.649421
2025-06-16,USD,USD,0.975497,2025-10-12T03:24:11.649429
2025-06-16,USD,EUR,0.939408,2025-10-12T03:24:11.649436
2025-06-16,USD,GBP,0.772821,2025-10-12T03:24:11.649443
2025-06-16,USD,INR,84.579936,2025-10-12T03:24:11.649450
2025-06-16,USD,CAD,1.362283,2025-10-12T03:24:11.649457
2025-06-16,USD,AUD,1.476031,2025-10-12T03:24:11.649464
2025-06-16,USD,JPY,150.552927,2025-10-12T03:24:11.649471
2025-06-16,USD,CHF,0.92317,2025-10-12T03:24:11.649480
2025-06-16,USD,CNY,7.223381,2025-10-12T03:24:11.649487
2025-06-16,USD,SGD,1.365889,2025-10-12T03:24:11.649494
2025-06-16,USD,HKD,7.851577,2025-10-12T03:24:11.649501
2025-06-16,USD,AED,3.684083,2025-10-12T03:24:11.649508
2025-06-16,USD,ZAR,18.080011,2025-10-12T03:24:11.649515
2025-06-16,USD,MXN,17.047333,2025-10-12T03:24:11.649523
2025-06-16,USD,SEK,10.465449,2025-10-12T03:24:11.649530
2025-06-16,USD,NOK,10.871741,2025-10-12T03:24:11.649538
2025-06-16,USD,DKK,6.753883,2025-10-12T03:24:11.649545
2025-06-16,USD,NZD,1.668381,2025-10-12T03:24:11.649552
2025-06-16,USD,PLN,4.036976,2025-10-12T03:24:11.649559
2025-06-16,USD,THB,36.416124,2025-10-12T03:24:11.649566
2025-06-16,USD,BRL,5.081856,2025-10-12T03:24:11.649574
2025-06-16,USD,TRY,33.1556,2025-10-12T03:24:11.649581
2025-06-16,USD,KRW,1341.822727,2025-10-12T03:24:11.649588
2025-06-16,USD,MYR,4.622187,2025-10-12T03:24:11.649595
2025-06-16,USD,PHP,56.65355,2025-10-12T03:24:11.649602
2025-06-16,USD,IDR,15433.367711,2025-10-12T03:24:11.649609
2025-06-16,USD,ARS,916.204736,2025-10-12T03:24:11.649616
2025-06-16,USD,CLP,908.344802,2025-10-12T03:24:11.649624
2025-06-16,USD,CZK,23.271136,2025-10-12T03:24:11.649631
2025-06-16,USD,VND,24321.332746,2025-10-12T03:24:11.649638
2025-06-17,USD,USD,0.975922,2025-10-12T03:24:11.649646
2025-06-17,USD,EUR,0.941908,2025-10-12T03:24:11.649653
2025-06-17,USD,GBP,0.770712,2025-10-12T03:24:11.649660
2025-06-17,USD,INR,84.871962,2025-10-12T03:24:11.649667
2025-06-17,USD,CAD,1.357238,2025-10-12T03:24:11.649674
2025-06-17,USD,AUD,1.478882,2025-10-12T03:24:11.649681
2025-06-17,USD,JPY,150.35294,2025-10-12T03:24:11.649689
2025-06-17,USD,CHF,0.924846,2025-10-12T03:24:11.649696
2025-06-17,USD,CNY,7.246413,2025-10-12T03:24:11.649703
2025-06-17,USD,SGD,1.361782,2025-10-12T03:24:11.649710
2025-06-17,USD,HKD,7.82933,2025-10-12T03:24:11.649718
2025-06-17,USD,AED,3.685525,2025-10-12T03:24:11.649725
2025-06-17,USD,ZAR,18.047253,2025-10-12T03:24:11.649732
2025-06-17,USD,MXN,17.041403,2025-10-12T03:24:11.649739
2025-06-17,USD,SEK,10.439698,2025-10-12T03:24:11.649746
2025-06-17,USD,NOK,10.913342,2025-10-12T03:24:11.649753
2025-06-17,USD,DKK,6.727035,2025-10-12T03:24:11.649760
2025-06-17,USD,NZD,1.672079,2025-10-12T03:24:11.649768
2025-06-17,USD,PLN,4.023635,2025-10-12T03:24:11.649775
2025-06-17,USD,THB,36.404513,2025-10-12T03:24:11.649782
2025-06-17,USD,BRL,5.093392,2025-10-12T03:24:11.649789
2025-06-17,USD,TRY,33.091597,2025-10-12T03:24:11.649796
2025-06-17,USD,KRW,1341.435485,2025-10-12T03:24:11.649803
2025-06-17,USD,MYR,4.618844,2025-10-12T03:24:11.649810
2025-06-17,USD,PHP,56.71797,2025-10-12T03:24:11.649817
2025-06-17,USD,IDR,15388.90971,2025-10-12T03:24:11.649825
2025-06-17,USD,ARS,915.638176,2025-10-12T03:24:11.649832
2025-06-17,USD,CLP,910.870404,2025-10-12T03:24:11.649839
2025-06-17,USD,CZK,23.32926,2025-10-12T03:24:11.649846
2025-06-17,USD,VND,24294.107416,2025-10-12T03:24:11.649854
2025-06-18,USD,USD,0.975778,2025-10-12T03:24:11.649861
2025-06-18,USD,EUR,0.945506,2025-10-12T03:24:11.649869
2025-06-18,USD,GBP,0.769068,2025-10-12T03:24:11.649876
2025-06-18,USD,INR,84.559717,2025-10-12T03:24:11.649883
2025-06-18,USD,CAD,1.35757,2025-10-12T03:24:11.649890
2025-06-18,USD,AUD,1.483173,2025-10-12T03:24:11.649897
2025-06-18,USD,JPY,149.962932,2025-10-12T03:24:11.649905
2025-06-18,USD,CHF,0.928428,2025-10-12T03:24:11.649912
2025-06-18,USD,CNY,7.262413,2025-10-12T03:24:11.649919
2025-06-18,USD,SGD,1.36031,2025-10-12T03:24:11.649926
2025-06-18,USD,HKD,7.805005,2025-10-12T03:24:11.649933
2025-06-18,USD,AED,3.69131,2025-10-12T03:24:11.649941
2025-06-18,USD,ZAR,18.041319,2025-10-12T03:24:11.649948
2025-06-18,USD,MXN,16.990424,2025-10-12T03:24:11.649955
2025-06-18,USD,SEK,10.409812,2025-10-12T03:24:11.649962
2025-06-18,USD,NOK,10.941333,2025-10-12T03:24:11.649969
2025-06-18,USD,DKK,6.729439,2025-10-12T03:24:11.649976
2025-06-18,USD,NZD,1.665924,2025-10-12T03:24:11.649983
2025-06-18,USD,PLN,4.025151,2025-10-12T03:24:11.649991
2025-06-18,USD,THB,36.470233,2025-10-12T03:24:11.649998
2025-06-18,USD,BRL,5.090202,2025-10-12T03:24:11.650005
2025-06-18,USD,TRY,33.212584,2025-10-12T03:24:11.650012
2025-06-18,USD,KRW,1341.706546,2025-10-12T03:24:11.650019
2025-06-18,USD,MYR,4.636477,2025-10-12T03:24:11.650026
2025-06-18,USD,PHP,56.671441,2025-10-12T03:24:11.650033
2025-06-18,USD,IDR,15441.104931,2025-10-12T03:24:11.650041
2025-06-18,USD,ARS,916.205663,2025-10-12T03:24:11.650048
2025-06-18,USD,CLP,914.14652,2025-10-12T03:24:11.650055
2025-06-18,USD,CZK,23.28282,2025-10-12T03:24:11.650063
2025-06-18,USD,VND,24322.644346,2025-10-12T03:24:11.650071
2025-06-19,USD,USD,0.977267,2025-10-12T03:24:11.650079
2025-06-19,USD,EUR,0.945238,2025-10-12T03:24:11.650086
2025-06-19,USD,GBP,0.769288,2025-10-12T03:24:11.650093
2025-06-19,USD,INR,84.575993,2025-10-12T03:24:11.650101
2025-06-19,USD,CAD,1.353923,2025-10-12T03:24:11.650108
2025-06-19,USD,AUD,1.488869,2025-10-12T03:24:11.650115
2025-06-19,USD,JPY,150.475754,2025-10-12T03:24:11.650122
2025-06-19,USD,CHF,0.931174,2025-10-12T03:24:11.650129
2025-06-19,USD,CNY,7.249374,2025-10-12T03:24:11.650137
2025-06-19,USD,SGD,1.364713,2025-10-12T03:24:11.650144
2025-06-19,USD,HKD,7.792895,2025-10-12T03:24:11.650151
2025-06-19,USD,AED,3.70121,2025-10-12T03:24:11.650158
2025-06-19,USD,ZAR,18.109327,2025-10-12T03:24:11.650166
2025-06-19,USD,MXN,17.042112,2025-10-12T03:24:11.650173
2025-06-19,USD,SEK,10.435956,2025-10-12T03:24:11.650180
2025-06-19,USD,NOK,10.983705,2025-10-12T03:24:11.650187
2025-06-19,USD,DKK,6.718442,2025-10-12T03:24:11.650205
2025-06-19,USD,NZD,1.668774,2025-10-12T03:24:11.650212
2025-06-19,USD,PLN,4.018822,2025-10-12T03:24:11.650220
2025-06-19,USD,THB,36.496951,2025-10-12T03:24:11.650226
2025-06-19,USD,BRL,5.09933,2025-10-12T03:24:11.650234
2025-06-19,USD,TRY,33.213659,2025-10-12T03:24:11.650241
2025-06-19,USD,KRW,1342.185672,2025-10-12T03:24:11.650249
2025-06-19,USD,MYR,4.628822,2025-10-12T03:24:11.650256
2025-06-19,USD,PHP,56.778221,2025-10-12T03:24:11.650264
2025-06-19,USD,IDR,15432.197349,2025-10-12T03:24:11.650271
2025-06-19,USD,ARS,915.625421,2025-10-12T03:24:11.650278
2025-06-19,USD,CLP,913.368591,2025-10-12T03:24:11.650285
2025-06-19,USD,CZK,23.278736,2025-10-12T03:24:11.650293
2025-06-19,USD,VND,24345.017582,2025-10-12T03:24:11.650300
2025-06-20,USD,USD,0.973729,2025-10-12T03:24:11.650308
2025-06-20,USD,EUR,0.944094,2025-10-12T03:24:11.650315
2025-06-20,USD,GBP,0.766302,2025-10-12T03:24:11.650322
2025-06-20,USD,INR,84.801649,2025-10-12T03:24:11.650330
2025-06-20,USD,CAD,1.351329,2025-10-12T03:24:11.650337
2025-06-20,USD,AUD,1.493249,2025-10-12T03:24:11.650345
2025-06-20,USD,JPY,150.018008,2025-10-12T03:24:11.650352
2025-06-20,USD,CHF,0.930459,2025-10-12T03:24:11.650359
2025-06-20,USD,CNY,7.274554,2025-10-12T03:24:11.650367
2025-06-20,USD,SGD,1.366657,2025-10-12T03:24:11.650374
2025-06-20,USD,HKD,7.802319,2025-10-12T03:24:11.650381
2025-06-20,USD,AED,3.710033,2025-10-12T03:24:11.650388
2025-06-20,USD,ZAR,18.095488,2025-10-12T03:24:11.650395
2025-06-20,USD,MXN,17.10681,2025-10-12T03:24:11.650402
2025-06-20,USD,SEK,10.424186,2025-10-12T03:24:11.650410
2025-06-20,USD,NOK,10.996736,2025-10-12T03:24:11.650417
2025-06-20,USD,DKK,6.703011,2025-10-12T03:24:11.650424
2025-06-20,USD,NZD,1.664367,2025-10-12T03:24:11.650432
2025-06-20,USD,PLN,4.022485,2025-10-12T03:24:11.650439
2025-06-20,USD,THB,36.379668,2025-10-12T03:24:11.650446
2025-06-20,USD,BRL,5.118714,2025-10-12T03:24:11.650454
2025-06-20,USD,TRY,33.123299,2025-10-12T03:24:11.650461
2025-06-20,USD,KRW,1346.588247,2025-10-12T03:24:11.650469
2025-06-20,USD,MYR,4.622259,2025-10-12T03:24:11.650477
2025-06-20,USD,PHP,56.793207,2025-10-12T03:24:11.650485
2025-06-20,USD,IDR,15387.009586,2025-10-12T03:24:11.650492
2025-06-20,USD,ARS,914.639094,2025-10-12T03:24:11.650499
2025-06-20,USD,CLP,914.88225,2025-10-12T03:24:11.650507
2025-06-20,USD,CZK,23.316407,2025-10-12T03:24:11.650514
2025-06-20,USD,VND,24265.263307,2025-10-12T03:24:11.650521
2025-06-21,USD,USD,0.97161,2025-10-12T03:24:11.650529
2025-06-21,USD,EUR,0.941949,2025-10-12T03:24:11.650536
2025-06-21,USD,GBP,0.765062,2025-10-12T03:24:11.650544
2025-06-21,USD,INR,84.527722,2025-10-12T03:24:11.650551
2025-06-21,USD,CAD,1.351853,2025-10-12T03:24:11.650558
2025-06-21,USD,AUD,1.493082,2025-10-12T03:24:11.650565
2025-06-21,USD,JPY,149.899703,2025-10-12T03:24:11.650573
2025-06-21,USD,CHF,0.927698,2025-10-12T03:24:11.650582
2025-06-21,USD,CNY,7.274804,2025-10-12T03:24:11.650589
2025-06-21,USD,SGD,1.369131,2025-10-12T03:24:11.650597
2025-06-21,USD,HKD,7.790467,2025-10-12T03:24:11.650604
2025-06-21,USD,AED,3.710256,2025-10-12T03:24:11.650611
2025-06-21,USD,ZAR,18.126712,2025-10-12T03:24:11.650619
2025-06-21,USD,MXN,17.154266,2025-10-12T03:24:11.650626
2025-06-21,USD,SEK,10.389388,2025-10-12T03:24:11.650634
2025-06-21,USD,NOK,10.968191,2025-10-12T03:24:11.650641
2025-06-21,USD,DKK,6.682106,2025-10-12T03:24:11.650648
2025-06-21,USD,NZD,1.66425,2025-10-12T03:24:11.650655
2025-06-21,USD,PLN,4.018657,2025-10-12T03:24:11.650662
2025-06-21,USD,THB,36.236535,2025-10-12T03:24:11.650669
2025-06-21,USD,BRL,5.115428,2025-10-12T03:24:11.650677
2025-06-21,USD,TRY,33.002133,2025-10-12T03:24:11.650684
2025-06-21,USD,KRW,1351.958279,2025-10-12T03:24:11.650691
2025-06-21,USD,MYR,4.609292,2025-10-12T03:24:11.650698
2025-06-21,USD,PHP,56.57598,2025-10-12T03:24:11.650705
2025-06-21,USD,IDR,15344.196091,2025-10-12T03:24:11.650712
2025-06-21,USD,ARS,915.389953,2025-10-12T03:24:11.650720
2025-06-21,USD,CLP,917.607175,2025-10-12T03:24:11.650727
2025-06-21,USD,CZK,23.307528,2025-10-12T03:24:11.650734
2025-06-21,USD,VND,24252.763658,2025-10-12T03:24:11.650802
2025-06-22,USD,USD,0.969474,2025-10-12T03:24:11.650811
2025-06-22,USD,EUR,0.938503,2025-10-12T03:24:11.650818
2025-06-22,USD,GBP,0.766921,2025-10-12T03:24:11.650825
2025-06-22,USD,INR,84.410385,2025-10-12T03:24:11.650833
2025-06-22,USD,CAD,1.356877,2025-10-12T03:24:11.650840
2025-06-22,USD,AUD,1.489411,2025-10-12T03:24:11.650847
2025-06-22,USD,JPY,149.883409,2025-10-12T03:24:11.650854
2025-06-22,USD,CHF,0.925928,2025-10-12T03:24:11.650861
2025-06-22,USD,CNY,7.299873,2025-10-12T03:24:11.650869
2025-06-22,USD,SGD,1.364496,2025-10-12T03:24:11.650876
2025-06-22,USD,HKD,7.773638,2025-10-12T03:24:11.650883
2025-06-22,USD,AED,3.698825,2025-10-12T03:24:11.650890
2025-06-22,USD,ZAR,18.159586,2025-10-12T03:24:11.650898
2025-06-22,USD,MXN,17.180769,2025-10-12T03:24:11.650906
2025-06-22,USD,SEK,10.34809,2025-10-12T03:24:11.650913
2025-06-22,USD,NOK,10.98402,2025-10-12T03:24:11.650920
2025-06-22,USD,DKK,6.670366,2025-10-12T03:24:11.650927
2025-06-22,USD,NZD,1.664427,2025-10-12T03:24:11.650934
2025-06-22,USD,PLN,4.025926,2025-10-12T03:24:11.650941
2025-06-22,USD,THB,36.289795,2025-10-12T03:24:11.650948
2025-06-22,USD,BRL,5.105527,2025-10-12T03:24:11.650955
2025-06-22,USD,TRY,32.939719,2025-10-12T03:24:11.650963
2025-06-22,USD,KRW,1350.525035,2025-10-12T03:24:11.650970
2025-06-22,USD,MYR,4.617004,2025-10-12T03:24:11.650977
2025-06-22,USD,PHP,56.63261,2025-10-12T03:24:11.650984
2025-06-22,USD,IDR,15387.42611,2025-10-12T03:24:11.650991
2025-06-22,USD,ARS,915.574556,2025-10-12T03:24:11.650998
2025-06-22,USD,CLP,920.754206,2025-10-12T03:24:11.651006
2025-06-22,USD,CZK,23.272769,2025-10-12T03:24:11.651013
2025-06-22,USD,VND,24267.796111,2025-10-12T03:24:11.651020
2025-06-23,USD,USD,0.965681,2025-10-12T03:24:11.651027
2025-06-23,USD,EUR,0.940015,2025-10-12T03:24:11.651034
2025-06-23,USD,GBP,0.765557,2025-10-12T03:24:11.651041
2025-06-23,USD,INR,84.253308,2025-10-12T03:24:11.651049
2025-06-23,USD,CAD,1.356196,2025-10-12T03:24:11.651057
2025-06-23,USD,AUD,1.484111,2025-10-12T03:24:11.651064
2025-06-23,USD,JPY,150.303275,2025-10-12T03:24:11.651071
2025-06-23,USD,CHF,0.927809,2025-10-12T03:24:11.651078
2025-06-23,USD,CNY,7.301194,2025-10-12T03:24:11.651086
2025-06-23,USD,SGD,1.36138,2025-10-12T03:24:11.651093
2025-06-23,USD,HKD,7.797929,2025-10-12T03:24:11.651101
2025-06-23,USD,AED,3.712547,2025-10-12T03:24:11.651108
2025-06-23,USD,ZAR,18.11501,2025-10-12T03:24:11.651116
2025-06-23,USD,MXN,17.154153,2025-10-12T03:24:11.651123
2025-06-23,USD,SEK,10.377361,2025-10-12T03:24:11.651130
2025-06-23,USD,NOK,11.027613,2025-10-12T03:24:11.651137
2025-06-23,USD,DKK,6.666337,2025-10-12T03:24:11.651145
2025-06-23,USD,NZD,1.668336,2025-10-12T03:24:11.651153
2025-06-23,USD,PLN,4.012751,2025-10-12T03:24:11.651160
2025-06-23,USD,THB,36.307306,2025-10-12T03:24:11.651167
2025-06-23,USD,BRL,5.093523,2025-10-12T03:24:11.651175
2025-06-23,USD,TRY,33.022477,2025-10-12T03:24:11.651182
2025-06-23,USD,KRW,1347.619974,2025-10-12T03:24:11.651190
2025-06-23,USD,MYR,4.606948,2025-10-12T03:24:11.651197
2025-06-23,USD,PHP,56.727562,2025-10-12T03:24:11.651204
2025-06-23,USD,IDR,15400.222953,2025-10-12T03:24:11.651211
2025-06-23,USD,ARS,912.805725,2025-10-12T03:24:11.651219
2025-06-23,USD,CLP,923.409392,2025-10-12T03:24:11.651226
2025-06-23,USD,CZK,23.234517,2025-10-12T03:24:11.651233
2025-06-23,USD,VND,24282.640097,2025-10-12T03:24:11.651241
2025-06-24,USD,USD,0.966512,2025-10-12T03:24:11.651249
2025-06-24,USD,EUR,0.939892,2025-10-12T03:24:11.651256
2025-06-24,USD,GBP,0.763764,2025-10-12T03:24:11.651263
2025-06-24,USD,INR,84.582114,2025-10-12T03:24:11.651270
2025-06-24,USD,CAD,1.352597,2025-10-12T03:24:11.651277
2025-06-24,USD,AUD,1.488023,2025-10-12T03:24:11.651284
2025-06-24,USD,JPY,149.89636,2025-10-12T03:24:11.651292
2025-06-24,USD,CHF,0.928176,2025-10-12T03:24:11.651299
2025-06-24,USD,CNY,7.285732,2025-10-12T03:24:11.651306
2025-06-24,USD,SGD,1.366672,2025-10-12T03:24:11.651313
2025-06-24,USD,HKD,7.771872,2025-10-12T03:24:11.651320
2025-06-24,USD,AED,3.708928,2025-10-12T03:24:11.651327
2025-06-24,USD,ZAR,18.176385,2025-10-12T03:24:11.651336
2025-06-24,USD,MXN,17.113833,2025-10-12T03:24:11.651343
2025-06-24,USD,SEK,10.409164,2025-10-12T03:24:11.651350
2025-06-24,USD,NOK,11.006621,2025-10-12T03:24:11.651357
2025-06-24,USD,DKK,6.65501,2025-10-12T03:24:11.651365
2025-06-24,USD,NZD,1.671253,2025-10-12T03:24:11.651372
2025-06-24,USD,PLN,4.015298,2025-10-12T03:24:11.651379
2025-06-24,USD,THB,36.224784,2025-10-12T03:24:11.651386
2025-06-24,USD,BRL,5.109932,2025-10-12T03:24:11.651393
2025-06-24,USD,TRY,33.078472,2025-10-12T03:24:11.651400
2025-06-24,USD,KRW,1349.550475,2025-10-12T03:24:11.651408
2025-06-24,USD,MYR,4.597027,2025-10-12T03:24:11.651415
2025-06-24,USD,PHP,56.508276,2025-10-12T03:24:11.651423
2025-06-24,USD,IDR,15339.402172,2025-10-12T03:24:11.651430
2025-06-24,USD,ARS,915.07674,2025-10-12T03:24:11.651437
2025-06-24,USD,CLP,921.811213,2025-10-12T03:24:11.651445
2025-06-24,USD,CZK,23.246758,2025-10-12T03:24:11.651452
2025-06-24,USD,VND,24373.021304,2025-10-12T03:24:11.651459
2025-06-25,USD,USD,0.964635,2025-10-12T03:24:11.651467
2025-06-25,USD,EUR,0.938505,2025-10-12T03:24:11.651474
2025-06-25,USD,GBP,0.762036,2025-10-12T03:24:11.651481
2025-06-25,USD,INR,84.447953,2025-10-12T03:24:11.651488
2025-06-25,USD,CAD,1.348682,2025-10-12T03:24:11.651495
2025-06-25,USD,AUD,1.491886,2025-10-12T03:24:11.651502
2025-06-25,USD,JPY,149.474608,2025-10-12T03:24:11.651509
2025-06-25,USD,CHF,0.930744,2025-10-12T03:24:11.651516
2025-06-25,USD,CNY,7.286568,2025-10-12T03:24:11.651523
2025-06-25,USD,SGD,1.372129,2025-10-12T03:24:11.651530
2025-06-25,USD,HKD,7.794923,2025-10-12T03:24:11.651538
2025-06-25,USD,AED,3.720154,2025-10-12T03:24:11.651545
2025-06-25,USD,ZAR,18.244571,2025-10-12T03:24:11.651552
2025-06-25,USD,MXN,17.093491,2025-10-12T03:24:11.651559
2025-06-25,USD,SEK,10.395994,2025-10-12T03:24:11.651567
2025-06-25,USD,NOK,10.986878,2025-10-12T03:24:11.651574
2025-06-25,USD,DKK,6.650319,2025-10-12T03:24:11.651581
2025-06-25,USD,NZD,1.670939,2025-10-12T03:24:11.651588
2025-06-25,USD,PLN,4.011958,2025-10-12T03:24:11.651596
2025-06-25,USD,THB,36.287868,2025-10-12T03:24:11.651603
2025-06-25,USD,BRL,5.097186,2025-10-12T03:24:11.651610
2025-06-25,USD,TRY,32.964854,2025-10-12T03:24:11.651617
2025-06-25,USD,KRW,1344.499502,2025-10-12T03:24:11.651624
2025-06-25,USD,MYR,4.599656,2025-10-12T03:24:11.651631
2025-06-25,USD,PHP,56.389243,2025-10-12T03:24:11.651639
2025-06-25,USD,IDR,15315.650975,2025-10-12T03:24:11.651646
2025-06-25,USD,ARS,917.278006,2025-10-12T03:24:11.651653
2025-06-25,USD,CLP,924.3357,2025-10-12T03:24:11.651660
2025-06-25,USD,CZK,23.31632,2025-10-12T03:24:11.651668
2025-06-25,USD,VND,24378.879472,2025-10-12T03:24:11.651675
2025-06-26,USD,USD,0.962529,2025-10-12T03:24:11.651682
2025-06-26,USD,EUR,0.941069,2025-10-12T03:24:11.651689
2025-06-26,USD,GBP,0.764358,2025-10-12T03:24:11.651696
2025-06-26,USD,INR,84.7101,2025-10-12T03:24:11.651704
2025-06-26,USD,CAD,1.343496,2025-10-12T03:24:11.651711
2025-06-26,USD,AUD,1.492781,2025-10-12T03:24:11.651718
2025-06-26,USD,JPY,150.057041,2025-10-12T03:24:11.651725
2025-06-26,USD,CHF,0.931675,2025-10-12T03:24:11.651732
2025-06-26,USD,CNY,7.287605,2025-10-12T03:24:11.651739
2025-06-26,USD,SGD,1.37448,2025-10-12T03:24:11.651747
2025-06-26,USD,HKD,7.79753,2025-10-12T03:24:11.651754
2025-06-26,USD,AED,3.718891,2025-10-12T03:24:11.651762
2025-06-26,USD,ZAR,18.258937,2025-10-12T03:24:11.651769
2025-06-26,USD,MXN,17.084007,2025-10-12T03:24:11.651777
2025-06-26,USD,SEK,10.433825,2025-10-12T03:24:11.651784
2025-06-26,USD,NOK,11.004912,2025-10-12T03:24:11.651791
2025-06-26,USD,DKK,6.640186,2025-10-12T03:24:11.651799
2025-06-26,USD,NZD,1.676856,2025-10-12T03:24:11.651806
2025-06-26,USD,PLN,4.005368,2025-10-12T03:24:11.651813
2025-06-26,USD,THB,36.402484,2025-10-12T03:24:11.651820
2025-06-26,USD,BRL,5.077511,2025-10-12T03:24:11.651827
2025-06-26,USD,TRY,32.845495,2025-10-12T03:24:11.651834
2025-06-26,USD,KRW,1345.386171,2025-10-12T03:24:11.651841
2025-06-26,USD,MYR,4.588926,2025-10-12T03:24:11.651848
2025-06-26,USD,PHP,56.425959,2025-10-12T03:24:11.651856
2025-06-26,USD,IDR,15374.91557,2025-10-12T03:24:11.651863
2025-06-26,USD,ARS,918.194117,2025-10-12T03:24:11.651870
2025-06-26,USD,CLP,926.669675,2025-10-12T03:24:11.651877
2025-06-26,USD,CZK,23.344522,2025-10-12T03:24:11.651884
2025-06-26,USD,VND,24464.195927,2025-10-12T03:24:11.651891
2025-06-27,USD,USD,0.959208,2025-10-12T03:24:11.651899
2025-06-27,USD,EUR,0.943352,2025-10-12T03:24:11.651906
2025-06-27,USD,GBP,0.763077,2025-10-12T03:24:11.651913
2025-06-27,USD,INR,84.494528,2025-10-12T03:24:11.651920
2025-06-27,USD,CAD,1.338788,2025-10-12T03:24:11.651927
2025-06-27,USD,AUD,1.493843,2025-10-12T03:24:11.651936
2025-06-27,USD,JPY,149.457728,2025-10-12T03:24:11.651943
2025-06-27,USD,CHF,0.928357,2025-10-12T03:24:11.651950
2025-06-27,USD,CNY,7.306871,2025-10-12T03:24:11.651957
2025-06-27,USD,SGD,1.377428,2025-10-12T03:24:11.651964
2025-06-27,USD,HKD,7.823516,2025-10-12T03:24:11.651971
2025-06-27,USD,AED,3.73029,2025-10-12T03:24:11.651978
2025-06-27,USD,ZAR,18.296393,2025-10-12T03:24:11.651986
2025-06-27,USD,MXN,17.100548,2025-10-12T03:24:11.651993
2025-06-27,USD,SEK,10.421362,2025-10-12T03:24:11.652000
2025-06-27,USD,NOK,10.999456,2025-10-12T03:24:11.652007
2025-06-27,USD,DKK,6.660767,2025-10-12T03:24:11.652014
